ax,ay,az,gx,gy,gz,label
0.09934283060224654,-0.027652860234236933,0.1295377076201385,0.3046059712816051,-0.046830674944667194,-0.04682739138983611,0.0
0.3158425631014783,0.15348694583058176,-0.09389487718699042,0.10851200871719294,-0.09268353856249245,-0.09314595071405138,0.0
0.04839245431320682,-0.3826560489315596,-0.3449835665026066,-0.11245750584819454,-0.20256622406688476,0.06284946651905478,0.0
-0.1816048151042422,-0.2824607402670583,0.29312975378431083,-0.04515526009730714,0.013505640937584768,-0.28494963724269134,0.0
-0.10887654490503654,0.02218451794197322,-0.23019871548446058,0.0751396036691344,-0.120127737983761,-0.05833874995865536,0.0
-0.12034132244587939,0.37045563690178757,-0.0026994449475867843,-0.2115421857911801,0.16450898242063783,-0.24416872999420447,0.0
0.041772719000951086,-0.3919340247759551,-0.26563720977968613,0.039372247173824704,0.1476933159990821,0.0342736562379941,0.0
-0.023129656477648107,-0.06022073911785776,-0.2957043980734855,-0.14396884167894172,-0.09212775419195751,0.21142444524378315,0.0
0.06872365791369228,-0.3526080310725468,0.064816793878959,-0.07701645608326331,-0.13538440006119176,0.12233525776817358,0.0
0.2061999044991902,0.18625602382323972,-0.1678435046445277,-0.06184247517024292,0.06625268628071279,0.19510902542447184,0.0
-0.095834847569058,-0.03713179533276342,-0.22126699480120565,-0.23924132481613417,0.16250516447883961,0.2712480057141646,0.0
-0.01440202431606677,0.20070657957840485,0.07232720500952683,-0.12902395092102487,0.07227912110168279,0.30760731329319385,0.0
-0.007165207821990308,0.3129287311628013,-0.5239490208179489,0.16438050087504477,0.017409413647634247,-0.05980147009317349,0.0
0.01835215530710046,-0.3975137829201786,-0.04393437756750239,0.07142251430234929,0.29557880894830324,-0.10365404365472948,0.0
-0.16169872057863754,-0.10035140871690731,0.18308042354041484,0.0657502219319369,-0.10595204075340776,0.10265348662267122,0.0
0.019415509869608077,0.19372899810657784,-0.14041061877547048,-0.06553242931955365,-0.07842163062643154,-0.2927029896264237,0.0
0.059224055412915214,0.05221105443597787,0.001022691328492178,-0.046917426675029385,-0.2830741484100829,-0.08412906455307181,0.0
-0.0685429033053539,-0.1604554538443238,-0.03225714233320183,0.08081017136290769,0.37723718024210606,0.03491556256636779,0.0
0.05151007814455288,-0.014889183153233444,-0.3837542430598083,-0.005302775089843376,0.012046041988205289,0.49264842249705726,0.0
-0.038472192956224505,0.0603094684667225,-0.006942353941048663,-0.23373560752390643,0.22856456290300411,0.15038660653735483,0.0
0.1582063894086094,-0.18187749095894779,0.28055886218721987,-0.2803702125584562,0.11737141876005407,0.4380911251619957,0.0
-0.19810726502613768,-0.11325954592055439,0.019930273017528245,-0.10069513082323985,-0.31013268621322654,0.013712594961205466,0.0
-0.21246074274522098,0.09471848612703632,-0.18388484684676065,0.3099868810035079,-0.15665065846724743,-0.06441230324113512,0.0
0.16270344347393395,-0.24617286328679105,0.045491986920825886,0.26142855085648564,-0.32149664691224555,0.036926771706460845,0.0
0.05197655884968471,0.15636457435546208,-0.2473901421756164,-0.26409132261685525,0.10438831312337954,0.059396934646637214,0.0
0.05009857006917531,0.06928964189939514,-0.13600494431569818,0.04645073943220071,0.058614494659736255,-0.14287028360527357,0.0
0.3731549022289513,0.0947665841823575,-0.23826069944052974,0.13131072172676594,-0.1949363340454643,0.15741692074849042,0.0
0.23171911580148083,-0.1641364636703421,0.19267522584886437,0.08255618538729967,0.164412031998898,0.3793585965307895,0.0
-0.0490776232005741,-0.15074723287149794,-0.17790288592510467,-0.16316205699308767,-0.015420341882820841,0.06823039496332878,0.0
0.055338159866003815,0.16543664980720477,0.002600378375581404,0.2907068154314634,-0.05293136664759122,0.5440338333179238,0.0
0.12513346955300125,-0.1714315112832565,-0.21417849961222246,0.09649448304863706,-0.04469255706517018,0.1428000988184184,0.0
0.09464752491470897,-0.014565782531374555,-0.169358743613681,-0.3029694449371729,-0.08930299041340423,0.1712797588646945,0.0
0.042818748826040795,-0.24914775574239761,0.0346361851702364,0.07706347594576736,-0.17677148724022662,0.030745021189105583,0.0
0.01164174368919998,-0.22859405956612464,0.07155747206965667,0.11215690527364688,0.2166102486350554,0.2107604104069806,0.0
-0.27553387359141823,-0.18756500798302456,0.10300705344173196,0.10275719018244177,0.1030095372612096,0.7705462981309443,0.0
0.1141781021386334,0.2271131280361198,0.19080035269864049,0.1302782502611596,-0.06305384892806913,0.15179384409865349,0.0
-0.15456504290751438,-0.04736372134800178,-0.0970727095658207,0.016374827877264513,0.46293171333470173,-0.37345303851834966,0.0
0.1372520380749027,-0.32254317423793033,-0.0943863731578867,0.21779011939347323,0.012856003819092555,-0.21554895558586123,0.0
-0.14306074185199366,0.13591954978693518,-0.14607332634342735,0.043291717916394974,0.009114367980762757,-0.13032006952116343,0.0
0.4287888178650652,0.12678380446360224,-0.40502851733152145,0.03729086295388553,-0.1323572929536776,0.1704866669592448,0.0
